Date,Διεύθυνση (°)_kozani,Μέγιστη ένταση 3ώρου (knots)_kozani,Ένταση (knots)_kozani,Θερμ/σία (°C)_kozani,Σχετ.Υγρασία  (%)_kozani,Διεύθυνση (°)_agxialos,Μέγιστη ένταση 3ώρου (knots)_agxialos,Ένταση (knots)_agxialos,Θερμ/σία (°C)_agxialos,Σχετ.Υγρασία  (%)_agxialos,Διεύθυνση (°)_aktio,Μέγιστη ένταση 3ώρου (knots)_aktio,Ένταση (knots)_aktio,Θερμ/σία (°C)_aktio,Σχετ.Υγρασία  (%)_aktio,Διεύθυνση (°)_aleksandroupoli,Μέγιστη ένταση 3ώρου (knots)_aleksandroupoli,Θερμ/σία (°C)_aleksandroupoli,Σχετ.Υγρασία  (%)_aleksandroupoli,Διεύθυνση (°)_araxos,Μέγιστη ένταση 3ώρου (knots)_araxos,Ένταση (knots)_araxos,Θερμ/σία (°C)_araxos,Σχετ.Υγρασία  (%)_araxos,Διεύθυνση (°)_argos,Μέγιστη ένταση 3ώρου (knots)_argos,Ένταση (knots)_argos,Θερμ/σία (°C)_argos,Σχετ.Υγρασία  (%)_argos,Διεύθυνση (°)_florina,Μέγιστη ένταση 3ώρου (knots)_florina,Ένταση (knots)_florina,Θερμ/σία (°C)_florina,Σχετ.Υγρασία  (%)_florina,Διεύθυνση (°)_ioannina,Θερμ/σία (°C)_ioannina,Σχετ.Υγρασία  (%)_ioannina,Διεύθυνση (°)_kalamata,Μέγιστη ένταση 3ώρου (knots)_kalamata,Ένταση (knots)_kalamata,Θερμ/σία (°C)_kalamata,Σχετ.Υγρασία  (%)_kalamata,Διεύθυνση (°)_kavala,Μέγιστη ένταση 3ώρου (knots)_kavala,Ένταση (knots)_kavala,Θερμ/σία (°C)_kavala,Σχετ.Υγρασία  (%)_kavala,Energy (MWh)
1486166400000000000,320.0,8.0,6.0,4.6,93.0,0.0,7.0,0.0,21.2,28.0,60.0,12.0,8.0,19.0,80.0,0.0,6.0,10.4,90.0,68.66298342541437,6.0,3.0,17.6,85.0,290.0,9.0,4.0,21.8,82.0,160.0,25.0,16.0,13.5,54.0,0.0,21.4,62.0,0.0,5.0,0.0,10.6,89.0,0.0,7.0,0.0,18.8,79.0,504.96
1486252800000000000,330.0,10.0,9.0,8.8,57.0,300.0,18.0,8.0,20.8,38.0,230.0,13.0,9.0,19.0,87.0,0.0,7.0,13.2,91.0,0.0,7.0,0.0,22.0,79.0,236.9479353680431,6.0,1.0,18.6,100.0,90.0,27.0,7.0,8.4,53.0,0.0,25.0,49.0,100.0,14.0,8.0,18.4,74.0,230.0,10.0,5.0,26.0,66.0,441.08
1486339200000000000,80.0,8.0,5.0,11.0,66.0,80.0,15.0,7.0,25.6,33.0,240.0,20.0,13.0,21.2,68.0,70.0,15.0,20.2,62.0,290.0,14.0,4.0,23.0,59.0,90.0,13.0,4.0,26.3,67.0,350.0,11.0,7.0,1.9,69.0,0.0,19.3,53.0,0.0,6.0,0.0,19.0,74.0,110.0,10.0,6.0,30.8,50.0,467.83
1486425600000000000,0.0,4.0,0.0,4.0,93.0,310.0,6.0,4.0,14.8,66.0,70.0,9.0,5.0,17.4,79.0,10.0,12.0,15.0,83.0,0.0,4.0,0.0,12.8,99.0,236.9479353680431,9.0,2.0,21.8,83.0,110.24132730015083,5.0,1.0,1.1,74.0,0.0,17.6,91.0,0.0,8.0,0.0,17.8,92.0,0.0,5.0,0.0,22.6,86.0,339.29
1486512000000000000,280.0,6.0,4.0,2.4,93.0,280.0,28.0,12.0,22.2,32.0,240.0,12.0,7.0,17.0,82.0,20.0,17.0,20.2,62.0,68.66298342541437,10.0,3.0,23.6,38.0,90.0,5.0,1.0,22.4,75.0,0.0,2.0,0.0,-2.8,88.0,0.0,16.4,92.0,10.0,18.0,9.0,27.0,31.0,200.0,9.0,4.0,30.2,55.0,440.08
1486598400000000000,210.0,8.0,6.0,3.2,90.0,300.0,12.0,7.0,22.8,32.0,220.0,18.0,13.0,20.6,65.0,30.0,21.0,13.2,72.0,0.0,4.0,0.0,18.6,87.0,360.0,6.0,3.0,17.1,97.0,0.0,5.0,0.0,-2.3,91.0,0.0,16.1,87.0,0.0,8.0,0.0,13.6,70.0,110.0,12.0,8.0,26.4,63.0,343.75
1486684800000000000,0.0,5.0,0.0,2.8,93.0,270.0,8.0,5.0,15.8,69.0,170.0,11.0,5.0,16.0,78.0,40.0,20.0,14.2,71.0,0.0,8.0,0.0,17.2,87.0,236.9479353680431,11.0,2.0,22.6,82.0,0.0,4.0,0.0,-1.0,90.0,0.0,20.7,68.0,10.0,11.0,5.0,20.4,32.0,60.0,7.0,5.0,24.4,77.0,337.79
1486771200000000000,0.0,4.0,0.0,1.6,85.0,120.0,17.0,11.0,22.0,46.0,250.0,16.0,11.0,18.0,72.0,90.0,17.0,18.2,58.0,260.0,14.0,7.0,23.4,54.0,236.9479353680431,6.0,1.0,20.7,88.0,110.24132730015083,6.0,1.0,1.0,88.0,0.0,9.2,100.0,140.0,10.0,5.0,23.4,49.0,110.0,20.0,9.0,33.2,43.0,472.92
1486857600000000000,0.0,5.0,0.0,0.6,88.0,0.0,6.0,0.0,18.8,56.0,260.0,9.0,5.0,21.2,56.0,40.0,11.0,14.4,72.0,0.0,3.0,0.0,12.4,97.0,90.0,10.0,2.0,20.7,94.0,0.0,5.0,0.0,-2.9,89.0,0.0,21.4,58.0,0.0,7.0,0.0,13.4,88.0,0.0,4.0,0.0,23.8,79.0,434.42
1486944000000000000,0.0,5.0,0.0,0.2,96.0,189.95846313603323,6.0,3.0,16.8,68.0,0.0,10.0,0.0,15.4,75.0,40.0,26.0,11.6,55.0,0.0,15.0,0.0,19.0,73.0,180.0,12.0,8.0,30.9,38.0,0.0,4.0,0.0,-1.2,89.0,0.0,23.4,46.0,300.0,15.0,4.0,24.8,43.0,60.0,21.0,7.0,31.2,41.0,403.54
1487030400000000000,0.0,4.0,0.0,-2.0,90.0,80.0,7.0,5.0,21.0,50.0,260.0,21.0,14.0,21.0,55.0,20.0,26.0,12.2,58.0,280.0,11.0,5.0,22.0,48.0,236.9479353680431,9.0,2.0,23.9,70.0,110.24132730015083,4.0,1.0,0.3,87.0,0.0,16.9,72.0,350.0,15.0,10.0,18.6,65.0,50.0,22.0,13.0,34.6,32.0,620.54
1487116800000000000,280.0,7.0,6.0,0.4,43.0,90.0,13.0,9.0,17.0,96.0,113.43584305408271,9.0,2.0,17.4,81.0,80.0,16.0,13.6,52.0,0.0,4.0,0.0,12.0,93.0,236.9479353680431,11.0,2.0,30.1,42.0,0.0,0.0,0.0,-2.0,90.0,0.0,18.8,82.0,0.0,11.0,0.0,14.8,82.0,50.0,19.0,12.0,28.8,49.0,673.29
1487203200000000000,220.0,6.0,4.0,-0.8,64.0,290.0,20.0,6.0,13.4,100.0,113.43584305408271,11.0,3.0,13.8,83.0,150.0,8.0,16.6,56.0,220.0,12.0,4.0,21.4,52.0,236.9479353680431,6.0,2.0,17.6,96.0,0.0,5.0,0.0,1.5,90.0,0.0,15.6,99.0,350.0,15.0,6.0,24.8,36.0,60.0,29.0,19.0,35.4,28.0,617.62
1487289600000000000,0.0,4.0,0.0,-2.0,90.0,350.0,17.0,9.0,18.0,60.0,50.0,18.0,6.0,18.2,74.0,40.0,14.0,11.2,52.0,0.0,4.0,0.0,16.8,74.0,236.9479353680431,18.0,3.0,20.0,63.0,330.0,3.0,1.0,1.6,90.0,0.0,16.3,93.0,0.0,8.0,0.0,10.6,89.0,60.0,18.0,10.0,28.4,49.0,537.79
1487376000000000000,320.0,6.0,4.0,0.2,85.0,0.0,9.0,0.0,12.0,83.0,10.0,14.0,4.0,16.0,90.0,30.0,12.0,7.4,48.0,90.0,16.0,10.0,17.6,91.0,90.0,13.0,5.0,25.9,61.0,350.0,4.0,2.0,3.7,91.0,0.0,25.0,48.0,20.0,15.0,8.0,19.0,43.0,50.0,18.0,8.0,25.2,51.0,501.92
1487462400000000000,0.0,4.0,0.0,5.0,94.0,90.0,14.0,10.0,25.6,40.0,40.0,20.0,8.0,16.4,69.0,0.0,8.0,7.0,52.0,68.66298342541437,9.0,3.0,19.4,70.0,236.9479353680431,6.0,2.0,28.3,40.0,0.0,0.0,0.0,5.8,92.0,0.0,18.4,82.0,0.0,6.0,0.0,21.0,51.0,200.0,11.0,4.0,31.2,42.0,309.58
1487548800000000000,0.0,4.0,0.0,-1.2,91.0,0.0,5.0,0.0,16.8,80.0,50.0,10.0,7.0,23.0,53.0,220.0,21.0,14.0,65.0,0.0,6.0,0.0,12.0,99.0,236.9479353680431,9.0,5.0,18.2,89.0,350.0,14.0,8.0,-1.5,81.0,0.0,21.4,72.0,170.0,18.0,7.0,21.0,57.0,0.0,7.0,0.0,23.8,83.0,587.54
1487635200000000000,270.0,10.0,4.0,0.4,81.0,270.0,20.0,8.0,17.6,36.0,60.0,10.0,7.0,15.6,77.0,240.0,20.0,19.8,64.0,30.0,20.0,11.0,19.8,59.0,90.0,5.0,2.0,19.2,73.0,0.0,7.0,0.0,-4.2,68.0,0.0,33.8,29.0,0.0,16.0,0.0,17.2,67.0,0.0,10.0,0.0,26.8,63.0,562.33
1487721600000000000,300.0,8.0,4.0,1.8,67.0,300.0,22.0,14.0,26.4,25.0,260.0,21.0,11.0,22.8,63.0,30.0,27.0,12.6,61.0,68.66298342541437,8.0,3.0,23.4,40.0,236.9479353680431,11.0,3.0,23.5,43.0,0.0,0.0,0.0,-8.5,86.0,0.0,22.4,73.0,180.0,11.0,7.0,21.0,56.0,180.0,9.0,5.0,29.6,52.0,674.08
1487808000000000000,0.0,4.0,0.0,3.4,70.0,230.0,13.0,4.0,17.2,54.0,113.43584305408271,8.0,3.0,19.8,71.0,80.0,12.0,9.8,90.0,0.0,7.0,0.0,16.2,94.0,236.9479353680431,10.0,3.0,25.9,26.0,0.0,5.0,0.0,-2.0,86.0,0.0,22.1,78.0,0.0,5.0,0.0,13.2,92.0,40.0,6.0,3.0,20.0,85.0,662.33
1487894400000000000,0.0,4.0,0.0,3.2,73.0,40.0,15.0,12.0,24.6,36.0,270.0,14.0,10.0,17.8,66.0,0.0,6.0,8.6,95.0,250.0,20.0,11.0,22.2,67.0,300.0,6.0,4.0,13.6,90.0,0.0,5.0,0.0,4.4,59.0,0.0,28.3,42.0,150.0,14.0,6.0,24.0,46.0,240.0,12.0,6.0,27.8,51.0,616.67
1487980800000000000,340.0,8.0,4.0,9.4,61.0,120.0,12.0,6.0,27.4,30.0,260.0,25.0,18.0,22.4,52.0,200.0,17.0,18.0,86.0,68.66298342541437,9.0,3.0,20.0,64.0,236.9479353680431,6.0,3.0,13.8,89.0,150.0,13.0,7.0,4.2,78.0,0.0,17.9,86.0,0.0,6.0,0.0,17.2,65.0,0.0,4.0,0.0,25.8,67.0,428.83
1488067200000000000,310.0,8.0,6.0,5.2,94.0,0.0,6.0,0.0,15.6,77.0,0.0,4.0,0.0,19.8,62.0,160.0,23.0,19.6,81.0,0.0,14.0,0.0,18.4,68.0,90.0,10.0,3.0,23.7,50.0,0.0,5.0,0.0,4.4,78.0,0.0,27.0,58.0,0.0,8.0,0.0,15.2,83.0,0.0,12.0,0.0,25.6,68.0,282.21
1488153600000000000,0.0,4.0,0.0,7.2,97.0,50.0,15.0,9.0,25.8,49.0,250.0,20.0,6.0,18.4,80.0,180.0,40.0,21.2,70.0,280.0,14.0,8.0,24.0,55.0,236.9479353680431,12.0,5.0,25.7,34.0,0.0,0.0,0.0,-3.8,84.0,0.0,30.0,47.0,300.0,17.0,8.0,24.2,39.0,180.0,10.0,5.0,30.2,44.0,467.42
1488240000000000000,0.0,6.0,0.0,4.2,97.0,0.0,6.0,0.0,20.4,68.0,250.0,17.0,12.0,23.4,66.0,180.0,32.0,20.0,76.0,0.0,3.0,0.0,14.0,97.0,360.0,6.0,3.0,11.9,87.0,0.0,0.0,0.0,-6.1,88.0,0.0,25.6,43.0,0.0,5.0,0.0,13.6,81.0,70.0,7.0,4.0,22.2,80.0,599.21
1488326400000000000,0.0,6.0,0.0,7.4,71.0,0.0,5.0,0.0,20.6,78.0,0.0,4.0,0.0,15.6,90.0,190.0,48.0,16.2,94.0,0.0,8.0,0.0,21.6,71.0,0.0,7.0,0.0,16.0,72.0,0.0,9.0,0.0,6.0,36.0,0.0,33.7,24.0,350.0,22.0,11.0,21.0,57.0,0.0,6.0,0.0,28.0,62.0,503.0
1488412800000000000,310.0,14.0,12.0,3.4,63.0,30.0,11.0,5.0,26.8,50.0,260.0,7.0,5.0,20.2,76.0,230.0,18.0,18.0,58.0,280.0,10.0,5.0,25.6,63.0,330.0,6.0,3.0,12.1,89.0,0.0,0.0,0.0,4.9,58.0,0.0,33.8,25.0,160.0,10.0,7.0,25.6,45.0,150.0,10.0,6.0,30.4,50.0,718.67
1488499200000000000,0.0,6.0,0.0,3.0,49.0,290.0,13.0,8.0,26.8,36.0,40.0,8.0,5.0,25.4,51.0,350.0,10.0,15.0,68.0,0.0,2.0,0.0,17.8,75.0,10.0,10.0,2.0,16.9,97.0,340.0,13.0,6.0,8.5,48.0,0.0,27.3,37.0,0.0,5.0,0.0,14.2,91.0,50.0,7.0,5.0,22.0,74.0,694.46
1488585600000000000,0.0,4.0,0.0,2.6,82.0,189.95846313603323,7.0,2.0,20.8,43.0,80.0,8.0,5.0,19.2,79.0,230.0,14.0,17.8,62.0,0.0,10.0,0.0,26.8,38.0,190.0,8.0,2.0,24.5,66.0,0.0,4.0,0.0,-8.5,72.0,0.0,28.8,41.0,190.0,11.0,5.0,25.0,52.0,110.0,12.0,4.0,29.0,57.0,698.04
1488672000000000000,0.0,4.0,0.0,2.4,86.0,70.0,11.0,8.0,28.6,34.0,290.0,8.0,4.0,28.4,36.0,0.0,4.0,11.2,83.0,0.0,3.0,0.0,24.4,52.0,170.0,12.0,8.0,28.5,47.0,340.0,9.0,5.0,1.4,66.0,0.0,29.6,30.0,0.0,6.0,0.0,22.4,62.0,80.0,11.0,6.0,26.0,66.0,635.0
1488758400000000000,100.0,8.0,7.0,9.4,56.0,320.0,10.0,7.0,18.8,57.0,113.43584305408271,5.0,3.0,21.4,76.0,250.0,33.0,17.6,88.0,0.0,6.0,0.0,20.0,90.0,0.0,5.0,0.0,20.6,75.0,320.0,7.0,3.0,0.4,58.0,0.0,18.8,93.0,0.0,5.0,0.0,16.8,81.0,0.0,4.0,0.0,25.6,74.0,503.67
1488844800000000000,0.0,4.0,0.0,6.2,73.0,350.0,15.0,4.0,22.4,68.0,113.43584305408271,16.0,3.0,18.4,81.0,240.0,23.0,16.8,44.0,250.0,12.0,5.0,26.8,49.0,100.0,7.0,2.0,17.2,75.0,0.0,9.0,0.0,-0.4,51.0,0.0,26.0,64.0,0.0,10.0,0.0,28.2,32.0,230.0,13.0,9.0,28.4,42.0,435.42
1488931200000000000,310.0,9.0,4.0,6.4,94.0,280.0,15.0,8.0,28.2,26.0,40.0,12.0,6.0,24.6,59.0,60.0,20.0,4.4,62.0,0.0,5.0,0.0,14.8,96.0,236.9479353680431,7.0,1.0,18.4,97.0,0.0,0.0,0.0,-6.8,82.0,0.0,19.6,91.0,0.0,6.0,0.0,15.0,87.0,50.0,8.0,5.0,22.2,75.0,370.54
1489017600000000000,310.0,14.0,11.0,7.2,91.0,189.95846313603323,8.0,3.0,19.2,54.0,0.0,5.0,0.0,17.0,89.0,40.0,19.0,7.4,48.0,0.0,4.0,0.0,22.4,72.0,180.0,12.0,8.0,25.8,56.0,0.0,0.0,0.0,-9.6,83.0,0.0,20.8,81.0,340.0,18.0,8.0,24.8,39.0,250.0,9.0,4.0,27.2,56.0,344.54
1489104000000000000,0.0,4.0,0.0,6.2,94.0,110.0,17.0,12.0,27.0,41.0,250.0,16.0,11.0,20.8,76.0,20.0,25.0,10.2,44.0,68.66298342541437,9.0,3.0,27.4,34.0,90.0,4.0,1.0,23.9,53.0,0.0,3.0,0.0,0.8,83.0,0.0,30.4,40.0,360.0,11.0,9.0,31.8,41.0,190.0,8.0,4.0,28.0,31.0,367.96
1489190400000000000,300.0,16.0,12.0,4.6,84.0,20.0,7.0,4.0,24.0,51.0,250.0,9.0,8.0,23.8,61.0,50.0,17.0,8.0,44.0,0.0,3.0,0.0,18.8,87.0,236.9479353680431,8.0,2.0,12.8,95.0,110.24132730015083,6.0,4.0,6.2,26.0,0.0,14.4,97.0,0.0,19.0,0.0,19.6,63.0,40.0,9.0,4.0,20.6,69.0,373.33
1489276800000000000,310.0,21.0,14.0,3.6,70.0,260.0,7.0,4.0,18.4,90.0,300.0,17.0,9.0,20.0,70.0,0.0,6.0,-2.4,89.0,260.0,13.0,4.0,25.4,61.0,236.9479353680431,5.0,3.0,18.5,90.0,80.0,4.0,2.0,-3.8,71.0,0.0,25.4,53.0,340.0,20.0,8.0,30.6,24.0,240.0,10.0,6.0,27.6,33.0,615.46
1489363200000000000,310.0,10.0,9.0,1.8,82.0,100.0,15.0,11.0,27.0,53.0,240.0,21.0,17.0,23.2,61.0,0.0,7.0,4.0,80.0,260.0,9.0,4.0,24.4,58.0,236.9479353680431,4.0,1.0,18.6,100.0,110.24132730015083,5.0,1.0,5.8,49.0,0.0,28.8,37.0,360.0,16.0,6.0,22.4,59.0,40.0,7.0,4.0,24.4,63.0,620.25
1489449600000000000,310.0,12.0,8.0,4.2,84.0,0.0,11.0,0.0,18.8,82.0,30.0,8.0,4.0,20.2,75.0,130.0,13.0,14.6,42.0,0.0,7.0,0.0,16.2,92.0,236.9479353680431,8.0,2.0,19.7,99.0,0.0,4.0,0.0,-5.0,89.0,0.0,16.4,96.0,360.0,16.0,11.0,19.8,73.0,100.0,8.0,6.0,24.2,72.0,565.5
1489536000000000000,310.0,14.0,13.0,5.4,49.0,170.0,14.0,6.0,21.4,66.0,270.0,13.0,10.0,20.2,81.0,70.0,6.0,0.6,86.0,270.0,14.0,4.0,25.0,55.0,220.0,22.0,11.0,27.4,41.0,350.0,27.0,14.0,0.3,51.0,0.0,22.4,80.0,360.0,20.0,14.0,28.4,37.0,190.0,15.0,8.0,29.4,40.0,520.67
1489622400000000000,300.0,6.0,4.0,5.2,60.0,90.0,16.0,10.0,19.6,58.0,240.0,20.0,15.0,24.8,65.0,98.60147213459517,10.0,9.6,61.0,0.0,3.0,0.0,22.4,72.0,236.9479353680431,11.0,4.0,22.9,42.0,350.0,16.0,7.0,0.6,48.0,0.0,29.4,42.0,350.0,18.0,10.0,18.6,71.0,0.0,5.0,0.0,20.0,83.0,507.17
1489708800000000000,290.0,12.0,8.0,4.2,71.0,270.0,7.0,5.0,13.6,86.0,0.0,11.0,0.0,17.0,89.0,50.0,20.0,14.4,57.0,0.0,9.0,0.0,20.0,79.0,360.0,4.0,3.0,13.2,97.0,0.0,5.0,0.0,0.6,51.0,0.0,18.1,95.0,350.0,20.0,10.0,23.6,48.0,0.0,12.0,0.0,25.0,71.0,696.88
1489795200000000000,0.0,4.0,0.0,2.6,93.0,90.0,18.0,14.0,23.4,50.0,20.0,19.0,10.0,22.0,66.0,30.0,20.0,15.0,54.0,270.0,14.0,8.0,26.0,64.0,90.0,11.0,4.0,22.6,68.0,110.24132730015083,4.0,1.0,-1.0,65.0,0.0,31.1,45.0,310.0,11.0,4.0,29.4,25.0,120.0,10.0,4.0,28.4,48.0,704.21
1489881600000000000,30.0,5.0,4.0,8.0,59.0,220.0,6.0,4.0,14.8,84.0,60.0,13.0,8.0,21.8,61.0,20.0,14.0,9.0,73.0,40.0,21.0,11.0,22.0,73.0,350.0,6.0,3.0,13.4,100.0,110.24132730015083,4.0,1.0,-4.0,78.0,0.0,19.4,100.0,340.0,18.0,14.0,24.2,50.0,240.0,9.0,4.0,26.2,67.0,621.29
1489968000000000000,320.0,7.0,5.0,9.6,71.0,80.0,13.0,7.0,23.6,48.0,260.0,18.0,13.0,24.8,52.0,20.0,20.0,12.8,57.0,40.0,17.0,11.0,23.4,60.0,236.9479353680431,9.0,4.0,24.0,66.0,110.24132730015083,4.0,1.0,-8.2,86.0,0.0,29.6,51.0,360.0,16.0,9.0,19.4,62.0,50.0,7.0,5.0,22.0,79.0,686.08
1490054400000000000,0.0,4.0,0.0,10.0,87.0,90.0,17.0,6.0,21.2,58.0,0.0,12.0,0.0,19.2,76.0,30.0,14.0,10.8,63.0,50.0,24.0,8.0,25.0,43.0,360.0,4.0,2.0,18.4,100.0,0.0,4.0,0.0,-2.0,83.0,0.0,26.2,71.0,170.0,13.0,10.0,27.6,34.0,200.0,11.0,4.0,30.0,58.0,676.12
1490140800000000000,0.0,4.0,0.0,10.4,65.0,230.0,5.0,3.0,15.6,83.0,50.0,12.0,8.0,21.0,75.0,50.0,17.0,14.8,48.0,0.0,4.0,0.0,18.4,85.0,236.9479353680431,8.0,4.0,19.4,81.0,110.24132730015083,10.0,2.0,1.0,77.0,0.0,18.2,72.0,0.0,7.0,0.0,20.4,73.0,0.0,4.0,0.0,23.0,84.0,654.08
1490227200000000000,0.0,4.0,0.0,9.2,89.0,80.0,14.0,10.0,26.4,53.0,250.0,17.0,13.0,24.4,64.0,360.0,10.0,9.4,79.0,0.0,9.0,0.0,26.0,52.0,320.0,18.0,9.0,20.8,62.0,110.24132730015083,7.0,1.0,-1.7,85.0,0.0,30.3,30.0,0.0,5.0,0.0,21.8,70.0,0.0,5.0,0.0,27.0,69.0,746.92
1490313600000000000,0.0,4.0,0.0,8.6,81.0,0.0,6.0,0.0,16.8,78.0,50.0,10.0,8.0,21.4,73.0,0.0,4.0,7.8,75.0,68.66298342541437,6.0,3.0,18.8,91.0,236.9479353680431,11.0,2.0,17.7,59.0,340.0,16.0,7.0,-3.2,89.0,0.0,30.0,31.0,0.0,4.0,0.0,16.8,94.0,60.0,10.0,6.0,25.8,70.0,749.83
1490400000000000000,0.0,4.0,0.0,11.2,73.0,60.0,14.0,5.0,27.2,53.0,280.0,7.0,4.0,22.2,74.0,220.0,7.0,12.0,76.0,68.66298342541437,13.0,3.0,23.2,71.0,310.0,8.0,4.0,13.7,69.0,10.0,17.0,10.0,-10.2,81.0,0.0,24.4,50.0,190.0,10.0,6.0,22.6,62.0,110.0,16.0,10.0,28.6,54.0,709.58
1490486400000000000,0.0,4.0,0.0,11.0,54.0,270.0,21.0,5.0,24.4,44.0,20.0,8.0,4.0,18.0,87.0,0.0,6.0,6.6,82.0,0.0,6.0,0.0,17.6,83.0,236.9479353680431,7.0,2.0,18.7,59.0,340.0,14.0,7.0,-11.5,76.0,0.0,22.2,60.0,140.0,13.0,9.0,19.8,78.0,0.0,11.0,0.0,26.8,76.0,625.79
1490572800000000000,310.0,16.0,10.0,4.8,75.0,90.0,12.0,7.0,27.4,38.0,260.0,16.0,11.0,25.6,58.0,60.0,14.0,11.0,73.0,0.0,5.0,0.0,21.8,77.0,40.0,5.0,2.0,15.2,87.0,320.0,13.0,6.0,-15.9,72.0,0.0,29.9,43.0,0.0,6.0,0.0,14.8,93.0,80.0,6.0,4.0,20.6,85.0,492.46
1490659200000000000,310.0,8.0,6.0,5.8,82.0,310.0,8.0,5.0,20.8,82.0,260.0,9.0,4.0,19.8,82.0,0.0,5.0,10.0,84.0,270.0,14.0,5.0,26.0,60.0,236.9479353680431,2.0,1.0,16.6,97.0,0.0,5.0,0.0,-16.7,60.0,0.0,17.7,81.0,170.0,12.0,8.0,22.8,69.0,160.0,11.0,7.0,30.2,47.0,717.25
1490745600000000000,0.0,4.0,0.0,7.0,60.0,270.0,12.0,8.0,19.2,70.0,60.0,10.0,7.0,21.4,76.0,220.0,12.0,14.0,89.0,0.0,5.0,0.0,17.0,96.0,236.9479353680431,4.0,2.0,18.3,86.0,340.0,13.0,7.0,-11.9,44.0,0.0,28.8,37.0,0.0,5.0,0.0,15.4,86.0,0.0,7.0,0.0,24.2,83.0,715.08
1490832000000000000,0.0,4.0,0.0,10.0,45.0,0.0,10.0,0.0,22.2,71.0,80.0,8.0,6.0,20.0,79.0,20.0,16.0,12.0,88.0,68.66298342541437,11.0,3.0,25.6,60.0,30.0,3.0,1.0,16.5,100.0,0.0,6.0,0.0,-12.7,80.0,0.0,16.4,87.0,170.0,16.0,8.0,26.0,44.0,200.0,17.0,12.0,28.6,43.0,643.75
1490918400000000000,0.0,5.0,0.0,10.8,70.0,0.0,13.0,0.0,19.2,65.0,170.0,13.0,8.0,22.8,65.0,30.0,32.0,6.2,82.0,0.0,6.0,0.0,18.8,90.0,236.9479353680431,7.0,2.0,17.1,100.0,0.0,4.0,0.0,-10.2,71.0,0.0,30.6,34.0,320.0,7.0,6.0,17.4,83.0,60.0,7.0,3.0,23.6,68.0,677.87
1491004800000000000,0.0,4.0,0.0,6.6,77.0,250.0,24.0,11.0,28.0,34.0,220.0,15.0,11.0,21.6,76.0,10.0,43.0,3.8,61.0,200.0,26.0,13.0,23.2,80.0,236.9479353680431,6.0,1.0,23.6,67.0,0.0,0.0,0.0,-14.7,81.0,0.0,19.1,83.0,150.0,12.0,8.0,27.2,44.0,210.0,15.0,10.0,29.2,41.0,766.62
1491091200000000000,0.0,4.0,0.0,7.6,83.0,189.95846313603323,8.0,3.0,19.0,64.0,50.0,8.0,4.0,21.4,78.0,20.0,36.0,3.8,45.0,0.0,3.0,0.0,16.8,100.0,236.9479353680431,3.0,1.0,17.8,100.0,170.0,4.0,2.0,-14.3,82.0,0.0,31.2,34.0,0.0,6.0,0.0,19.4,82.0,40.0,8.0,4.0,25.0,63.0,719.12
1491177600000000000,0.0,4.0,0.0,6.8,57.0,40.0,9.0,4.0,25.8,53.0,240.0,13.0,7.0,21.6,71.0,0.0,6.0,-5.6,81.0,0.0,13.0,0.0,22.6,71.0,320.0,11.0,5.0,14.5,86.0,150.0,30.0,7.0,5.3,64.0,0.0,18.5,100.0,170.0,19.0,11.0,25.4,54.0,90.0,19.0,9.0,28.8,28.0,401.79
1491264000000000000,0.0,4.0,0.0,7.2,94.0,50.0,8.0,5.0,28.0,45.0,240.0,18.0,14.0,25.4,66.0,40.0,6.0,-2.6,85.0,260.0,11.0,4.0,27.0,53.0,320.0,13.0,6.0,15.9,81.0,110.24132730015083,9.0,2.0,0.8,79.0,0.0,31.8,44.0,0.0,5.0,0.0,16.8,93.0,0.0,5.0,0.0,18.8,77.0,601.75
1491350400000000000,0.0,4.0,0.0,7.4,88.0,290.0,6.0,3.0,20.6,71.0,50.0,15.0,7.0,22.4,65.0,330.0,10.0,9.0,63.0,0.0,4.0,0.0,17.6,86.0,340.0,6.0,2.0,14.9,100.0,0.0,0.0,0.0,-2.9,87.0,0.0,24.6,74.0,20.0,15.0,5.0,22.0,62.0,0.0,8.0,0.0,23.4,67.0,487.58
1491436800000000000,0.0,5.0,0.0,7.6,88.0,40.0,10.0,4.0,29.6,54.0,60.0,9.0,4.0,21.2,78.0,98.60147213459517,13.0,9.0,44.0,68.66298342541437,9.0,3.0,30.0,34.0,236.9479353680431,7.0,1.0,15.4,100.0,0.0,0.0,0.0,-1.8,89.0,0.0,22.7,80.0,360.0,8.0,4.0,27.4,41.0,220.0,10.0,6.0,30.6,44.0,653.21
1491523200000000000,310.0,12.0,11.0,6.6,65.0,260.0,9.0,6.0,21.4,70.0,50.0,12.0,9.0,25.2,61.0,90.0,10.0,0.0,70.0,0.0,2.0,0.0,19.6,81.0,236.9479353680431,9.0,5.0,13.8,100.0,0.0,0.0,0.0,-0.3,90.0,0.0,23.0,85.0,10.0,18.0,9.0,24.0,52.0,60.0,7.0,3.0,22.0,75.0,542.54
